bin_width,mouse_name,correction,correlation_type,num_communities,regional_clustering_entropy,consensus_clustering_entropy,joint_entropy,mutual_information,adjusted_mutual_information,normalised_mutual_information,variation_of_information,normalised_variation_of_information,normalised_information_distance,adjusted_rand_index
0.005,Krebs,negative,total,3,2.1884908387946513,0.6278089075726656,2.774511761102094,0.041787985265223544,0.008985259162819184,0.019094430063156663,2.7327237758368708,0.9849386166420053,0.9809055699368433,0.003350671220235301
0.005,Waksman,negative,total,5,2.1254104183040567,0.8860091019964871,2.940804787879178,0.07061473242136626,0.012859133542313272,0.033224045489394165,2.8701900554578117,0.9759879565238699,0.9667759545106058,0.008696234476629119
0.005,Robbins,negative,total,3,2.17259432307187,0.9583237334229551,3.0554406240296066,0.07547743246521843,0.023861445122662518,0.03474069303398507,2.979963191564388,0.9752973656658147,0.9652593069660149,0.013987574144606144
0.01,Krebs,negative,total,3,2.192961290826082,1.098103438851799,3.224697843414271,0.06636688626361113,0.021060270250031515,0.030263592221735434,3.1583309571506595,0.9794191922821077,0.9697364077782645,0.01727280051899254
0.01,Waksman,negative,total,4,2.124065482856428,1.00699940522231,3.0539440896579486,0.077120798420789,0.021885669232824406,0.03630810775055651,2.9768232912371597,0.9747471478990217,0.9636918922494435,0.00874861053070331
0.01,Robbins,negative,total,3,2.1642846169103747,0.9426394702804575,3.03145130173715,0.07547278545368186,0.02529337877478103,0.03487193175240653,2.9559785162834684,0.9751034148526705,0.9651280682475935,0.01541772261408786
0.05,Krebs,negative,total,4,2.1927156528644582,1.0806035423738596,3.1936097760627864,0.07970941917552969,0.025479510340261694,0.0363519178017456,3.1139003568872567,0.9750409646873643,0.9636480821982544,0.01888290144058663
0.05,Waksman,negative,total,9,2.11694266097008,1.7416785860405366,3.7172606508480293,0.1413605961625885,0.029174376478816773,0.06677582665267401,3.575900054685441,0.9619718364031482,0.933224173347326,0.008731055114458533
0.05,Robbins,negative,total,5,2.1647617667377315,1.3136013184112114,3.369405364266505,0.10895772088243848,0.03275813121156347,0.05033243036559925,3.2604476433840666,0.9676626261601036,0.9496675696344008,0.01890661597972731
0.1,Krebs,negative,total,4,2.1923551788204625,1.0871636195602523,3.1842237986730706,0.09529499970764492,0.033176568720779315,0.043466953086915346,3.0889287989654255,0.9700727694619466,0.9565330469130846,0.0270401804042129
0.1,Waksman,negative,total,6,2.1201793928225268,1.6697331846157093,3.679238302354117,0.11067427508411971,0.029812858857318405,0.05220042957628344,3.568564027269997,0.969919242520033,0.9477995704237165,0.020313626166273833
0.1,Robbins,negative,total,5,2.1665776780054036,1.3844303192934404,3.42924038316567,0.1217676141331744,0.03957457629390101,0.056202745633969695,3.3074727690324957,0.9644913740282138,0.9437972543660303,0.01918851214393155
0.2,Krebs,negative,total,3,2.1939049079874957,1.0962241454179558,3.2399361605864128,0.05019289281903747,0.014580564535605266,0.022878335627171842,3.1897432677673754,0.9845080611681087,0.9771216643728282,0.011637523141854273
0.2,Waksman,negative,total,6,2.1269231580207864,1.6021767602388912,3.6223602195666547,0.1067396986930233,0.027959705370095657,0.050185028213407666,3.5156205208736315,0.9705331076361609,0.9498149717865924,0.021562560068203084
0.2,Robbins,negative,total,5,2.1647237352342987,1.1764359260410495,3.270328319824076,0.07083134145127132,0.017419836108904484,0.032720730270740496,3.1994969783728044,0.9783412139319756,0.9672792697292595,0.011852286248920074
1.0,Krebs,negative,total,3,2.1938365073440482,1.0625048937747668,3.210388364581514,0.045953036537302386,0.013128287018640926,0.020946427130495278,3.1644353280442115,0.9856861440677155,0.9790535728695047,0.011763648889247904
1.0,Waksman,negative,total,6,2.1276905838153115,1.5430200345644303,3.5612164044347647,0.1094942139449762,0.029278303758827385,0.05146153053355835,3.4517221904897886,0.9692537039286285,0.9485384694664416,0.021356137004831542
1.0,Robbins,negative,total,4,2.1649652673481152,1.297147463010815,3.373347863460066,0.08876486689886265,0.028951424889296615,0.041000596285589164,3.2845829965612032,0.9736864176207977,0.9589994037144108,0.0220300290233753
2.0,Krebs,negative,total,4,2.194478777807491,1.1182183714685376,3.2550966097940828,0.05760053948194588,0.013901404820107672,0.026247936441424476,3.1974960703121367,0.9823045069357896,0.9737520635585756,0.009527006646043475
2.0,Waksman,negative,total,7,2.1231587502382783,1.6166890281097792,3.626687404745152,0.11316037360290566,0.02573464989610654,0.053298121767958166,3.5135270311422464,0.9687978695227919,0.9467018782320419,0.016589453667985875
2.0,Robbins,negative,total,5,2.1643935341651472,1.3629738524578379,3.4732113784918184,0.054156008131166715,0.008086203822903062,0.025021331507560543,3.4190553703606517,0.98440751159963,0.9749786684924394,0.006609202776613664
3.0,Krebs,negative,total,4,2.1939936717955755,1.088029047686967,3.221802540820487,0.06022017866205692,0.01568509133017455,0.02744774492114756,3.16158236215843,0.981308544549499,0.9725522550788525,0.009643504787502137
3.0,Waksman,negative,total,5,2.1276528438006075,1.3822976241915654,3.427444463733602,0.08250600425857055,0.021053639180614734,0.038777944672210164,3.3449384594750318,0.9759278362839774,0.9612220553277898,0.01367096995812335
3.0,Robbins,negative,total,4,2.1647355958525196,1.1257652411151313,3.2458638710941923,0.0446369658734586,0.007574177743347074,0.020620054457911565,3.2012269052207336,0.9862480474702067,0.9793799455420884,0.004280015711353715
